AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
SML,Estate Airstrip,23.58333333,-75.26805556
SML,Stella Maris Airport,23.58333333,-75.26805556
SMN,Lemhi County,45.11916667,-113.88611111
SMN,Lemhi County,45.12333333,-113.88138889
SMN,Lemhi County,45.12333333,-113.88138889
SMN,Lemhi County,45.12388889,-113.88138889
SMN,Lemhi County,45.12388889,-113.88138889
SMO,Santa Monica Municipal,34.01583333,-118.45138889
SMO,Santa Monica Municipal,34.01611111,-118.45083333
SMQ,H.Asan,-2.49944444,112.97527778
SMQ,H.Asan,-2.49916667,112.97500000
SMQ,H.Asan,-2.49833333,112.97416667
SMQ,H.Asan,-2.49833333,112.97444444
SMQ,H.Asan,-2.49833333,112.97444444
SMR,Simon Bolivar,11.11944444,-74.23055556
SMR,Simon Bolivar,11.11972222,-74.24750000
SMR,Simon Bolivar,11.11972222,-74.24750000
SMR,Simon Bolivar,11.11972222,-74.23055556
SMR,Simon Bolivar,11.11972222,-74.23055556
SMR,Simon Bolivar,11.12222222,-74.22861111
SMS,Sainte Marie,-17.09611111,49.81611111
SMS,Sainte Marie,-17.09611111,49.81611111
SMS,Sainte Marie,-17.09583333,49.81611111
SMS,Sainte Marie,-17.09583333,49.81611111
SMS,Sainte Marie,-17.09388889,49.81583333
SMT,Stone Mountain Airport,33.81111111,-84.11944444
SMU,Sheep Mountain Airport,61.81138889,-147.50916667
SMU,Sheep Mountain Airport,61.81138889,-147.50916667
SMU,Sheep Mountain Airport,61.81194444,-147.50694444
SMU,Sheep Mountain Airport,61.81194444,-147.50694444
SMU,Sheep Mountain Airport,61.81222222,-147.50694444
SMV,Samedan,46.53416667,9.88388889
SMV,Samedan,46.53416667,9.88388889
SMV,Samedan,46.53416667,9.88416667
SMV,Samedan,46.53416667,9.88416667
SMV,Samedan,46.53472222,9.88555556
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,34.89888889,-120.45750000
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,34.89888889,-120.45750000
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,34.90000000,-120.45805556
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,34.90000000,-120.45805556
SMX,Santa Maria Public/Capt. G. Allan Hancock Field,34.90500000,-120.45777778
SMY,Simenti Airport,13.04638889,-13.29527778
SMY,Simenti Airport,13.04694444,-13.29500000
SMZ,Stoelmanseiland Airport,4.34305556,-54.40000000
SMZ,Stoelmanseiland Airport,4.35055556,-54.42000000
SNA,John Wayne Airport-Orange County,33.67555556,-117.86833333
SNA,John Wayne Airport-Orange County,33.67555556,-117.86722222
SNA,Orange County,33.67555556,-117.86694444
SNB,Snake Bay Airport,-11.42277778,130.65361111
SNB,Snake Bay Airport,-11.41777778,130.64861111
SNB,Snake Bay Airport,-11.41305556,130.64500000
SNC,General Ulpiano Paez,-2.20666667,-80.98583333
SNC,General Ulpiano Paez,-2.20666667,-80.98166667
SNC,General Ulpiano Paez,-2.20500000,-80.98888889
SNE,Preguica,16.58194444,-24.28361111
SNE,Preguica,16.58694444,-24.28861111
SNE,Preguica,16.58833333,-24.28416667
SNF,Sub Teniente Nestor Arias,10.27861111,-68.75527778
SNF,Sub Teniente Nestor Arias,10.27861111,-68.75527778
SNF,Sub Teniente Nestor Arias,10.27888889,-68.75527778
SNF,Sub Teniente Nestor Arias,10.27888889,-68.75527778
SNF,Sub Teniente Nestor Arias,10.28027778,-68.75388889
SNG,Cap. Av. Juan Cochamanidis Saucedo,-16.38527778,-60.96277778
SNG,Cap. Av. Juan Cochamanidis Saucedo,-16.38472222,-60.96277778
SNG,San Ignacio de Velasco Airport,-16.38305556,-60.97638889
SNI,Greenville/Sinoe Airport,5.03305556,-9.06416667
SNI,Greenville/Sinoe Airport,5.03305556,-9.06416667
SNI,Greenville/Sinoe Airport,5.03305556,-9.06361111
SNI,Greenville/Sinoe Airport,5.03333333,-9.06416667
SNI,Greenville/Sinoe Airport,5.03333333,-9.06416667
SNK,Winston Field,32.69333333,-100.95055556
SNL,Shawnee Regional,35.35722222,-96.94277778
SNM,San Ignacio de Moxos Airport,-14.96638889,-65.63555556
SNM,San Ignacio de Moxos Airport,-14.96555556,-65.63361111
SNM,San Ignacio de Moxos Airport,-14.96500000,-65.63583333
SNN,Shannon Airport,52.70055556,-8.91861111
SNN,Shannon Airport,52.70194444,-8.92472222
SNP,St. Paul Island,57.16250000,-170.23333333
SNP,St. Paul Island,57.16638889,-170.22250000
SNQ,San Quintin Southeast,30.36944444,-115.83611111
SNR,Montoir,47.31222222,-2.14916667
SNR,Montoir,47.31222222,-2.14916667
SNR,Saint Nazaire Montoir,47.31222222,-2.14916667
SNR,Saint Nazaire Montoir,47.31222222,-2.14916667
SNS,Salinas Municipal,36.66250000,-121.60722222
SNS,Salinas Municipal,36.66277778,-121.60638889
SNS,Salinas Municipal,36.66361111,-121.60750000
SNT,Las Cruces Airport,7.38333333,-73.50555556
SNU,Abel Santamaria,22.49194444,-79.94194444
SNU,Abel Santamaria,22.49222222,-79.94361111
SNU,Abel Santamaria,22.49222222,-79.94361111
SNU,Abel Santamaria International,22.49222222,-79.94361111
SNU,Abel Santamaria International,22.49222222,-79.94361111
SNV,Wonkin,4.55000000,-61.11666667
SNW,Thandwe Airport,18.46055556,94.29972222
SNW,Thandwe Airport,18.46055556,94.29972222
SNW,Thandwe Airport,18.46083333,94.29944444
SNW,Thandwe Airport,18.46416667,94.30111111
SNW,Thandwe Airport,18.46416667,94.30111111
SNW,Thandwe Airport,18.46444444,94.30111111
SNW,Thandwe Airport,18.46472222,94.30111111
SNW,Thandwe Airport,18.46472222,94.30111111
SNY,Sidney Municipal/Lloyd W. Carr Field,41.09944444,-102.98250000
SNY,Sidney Municipal/Lloyd W. Carr Field,41.09972222,-102.98500000
SOB,Balaton,46.68638889,17.15916667
SOC,Adi Soemarmo International,-7.51611111,110.75694444
SOC,Adi Soemarmo International,-7.51611111,110.75722222
SOF,Sofia Airport,42.69500000,23.40833333
SOF,Sofia Airport,42.69638889,23.41777778
SOF,Sofia Airport,42.69638889,23.41777778
SOG,Haukasen,61.15583333,7.13638889
SOG,Sogndal Airport,61.15583333,7.13638889
SOG,Sogndal Airport,61.15777778,7.13694444
SOI,S Molle,-20.26666667,148.83333333
SOJ,Sorkjosen Airport,69.78666667,20.95666667
SOJ,Sorkjosen Airport,69.78666667,20.95666667
SOJ,Sorkjosen Airport,69.78666667,20.95972222
SOJ,Sorkjosen Airport,69.78666667,20.95972222
SOJ,Sorkjosen Airport,69.78694444,20.95944444
SOK,Semonkong Airport,-29.84027778,28.05861111
SOK,Semonkong Airport,-29.84027778,28.05861111
SOK,Semonkong Airport,-29.83944444,28.05777778
SOK,Semonkong Airport,-29.83944444,28.05777778
SOL,Lees Camp,64.61972222,-164.38750000
SOL,Solomon State,64.56055556,-164.44222222
SOL,Solomon State,64.56055556,-164.44222222
SOL,Solomon State,64.56083333,-164.44027778
SOL,Solomon State Field,64.56055556,-164.44222222
SOL,Solomon State Field,64.56055556,-164.44222222
SOM,Don Edmundo Barrios International,8.94500000,-64.15111111
SOM,San Tome Airport,8.94500000,-64.15111111
SOM,San Tome Airport,8.94500000,-64.15111111
SOM,San Tome Airport,8.94527778,-64.15111111
SOM,San Tome Airport,8.94527778,-64.15111111
SOM,San Tome Airport,8.94916667,-64.14583333
SON,Espiritu,-15.51666667,167.13333333
SOP,Moore County,35.23750000,-79.38916667
SOP,Moore County,35.23750000,-79.38916667
SOP,Moore County,35.23750000,-79.38888889
SOP,Moore County,35.23750000,-79.38888889
SOP,Moore County,35.23805556,-79.38833333
SOQ,Sorong Airport,-0.75000000,131.41666667
SOU,Eastleigh,50.95166667,-1.35194444
SOU,Southampton Airport,50.95027778,-1.35666667
SOV,Seldovia Airport,59.43472222,-151.70555556
SOV,Seldovia Airport,59.44250000,-151.70416667
SOV,Seldovia Airport,59.44250000,-151.70416667
SOV,Seldovia Airport,59.44388889,-151.70500000
SOV,Seldovia Airport,59.44388889,-151.70500000
SOW,Show Low Municipal,34.26444444,-110.00416667
SOW,Show Low Regional,34.26444444,-110.00416667
SOW,Show Low Regional,34.26555556,-110.00555556
SPA,Spartanburg Downtown Memorial,34.91583333,-81.95638889
SPA,Spartanburg Downtown Memorial,34.91638889,-81.95777778
SPA,Spartanburg Downtown Memorial Simpson Field,34.91638889,-81.95583333
SPB,Charlotte Amalie Harbor Seaplane Base,18.33861111,-64.94083333
SPB,St. Thomas Seaplane Base,18.33861111,-64.94083333
SPC,La Palma,28.62250000,-17.75361111
SPC,La Palma,28.62250000,-17.75361111
SPC,La Palma,28.62611111,-17.75555556
SPC,La Palma,28.62638889,-17.75555556
SPC,La Palma,28.62638889,-17.75555556
SPC,La Palma,28.62666667,-17.75555556
SPC,La Palma,28.62666667,-17.75555556
SPD,Saidpur Airport,25.75916667,88.90888889
SPD,Saidpur Airport,25.75916667,88.90888889
SPD,Saidpur Airport,25.75916667,88.90916667
SPD,Saidpur Airport,25.75916667,88.90916667
SPD,Saidpur Airport,25.76250000,88.91000000
SPE,Sepulot Airport,4.71222222,116.45694444
SPF,Black Hills Clyde Ice Field,44.48027778,-103.78166667
SPF,Black Hills Clyde Ice Field,44.48111111,-103.78611111
SPF,Black Hills Clyde Ice Field,44.48111111,-103.78611111
SPF,Black Hills Clyde Ice Field,44.48111111,-103.78583333
SPF,Black Hills Clyde Ice Field,44.48111111,-103.78583333
SPG,Albert Whitted,27.76500000,-82.62694444
SPG,Albert Whitted,27.76694444,-82.62527778
SPH,Sopu Airport,-8.30250000,147.16555556
SPI,Abraham Lincoln Capital,39.84416667,-89.67888889
SPI,Abraham Lincoln Capital,39.84416667,-89.67805556
SPI,Capital,39.84416667,-89.67888889
SPK,Chitose AB,42.79444444,141.66638889
SPK,Chitose AB,42.79583333,141.66638889
SPM,Spangdahlem AB,49.97666667,6.69861111
SPM,Spangdahlem AB,49.97722222,6.69888889
SPM,Spangdahlem AB,49.97722222,6.69888889
SPN,Francisco C. Ada Saipan International,15.12027778,145.73000000
SPN,Saipan International,15.12027778,145.73027778
SPN,Saipan International,15.12027778,145.73027778
SPP,Menongue Airport,-14.66000000,17.72472222
SPP,Menongue Airport,-14.66000000,17.72472222
SPP,Menongue Airport,-14.65750000,17.71972222
SPP,Menongue Airport,-14.65750000,17.71972222
SPP,Menongue Airport,-14.65750000,17.71972222
SPP,Menongue Airport,-14.65416667,17.72472222
SPQ,Catalina Air-Sea Terminal Heliport,33.74861111,-118.27500000
SPQ,Catalina Air-Sea Terminal Heliport,33.74861111,-118.27500000
SPQ,Catalina Air-Sea Terminal Heliport,33.74916667,-118.27472222
SPQ,Catalina Air-Sea Terminal Heliport,33.74916667,-118.27472222
SPR,San Pedro Airport,17.91111111,-87.96861111
SPR,San Pedro Airport,17.91361111,-87.97166667
SPR,San Pedro Airport,17.91361111,-87.97166667
SPR,San Pedro Airport,17.91361111,-87.97138889
SPR,San Pedro Airport,17.91361111,-87.97138889
SPR,San Pedro Br Hond,17.91111111,-87.96861111
SPS,Sheppard AFB/Wichita Falls Municipal,33.98833333,-98.49194444
SPS,Sheppard AFB/Wichita Falls Municipal,33.98888889,-98.49194444
SPU,Split Airport,43.52500000,16.29222222
SPU,Split Airport,43.52500000,16.29222222
SPU,Split Airport,43.53888889,16.29805556
SPW,Spencer Municipal,43.16388889,-95.20083333
SPW,Spencer Municipal,43.16555556,-95.20277778
SPY,San Pedro Airport,4.73027778,-6.62694444
SPY,San Pedro Airport,4.74666667,-6.66055556
SPZ,Springdale Municipal,36.17500000,-94.11916667
SPZ,Springdale Municipal,36.17638889,-94.11916667
SQA,Santa Ynez Airport,34.60694444,-120.07555556
SQA,Santa Ynez Airport,34.60694444,-120.07472222
SQA,Santa Ynez Kunkle Field,34.60694444,-120.07555556
SQI,Whiteside County-Jos H. Bittorf Field,41.74000000,-89.68083333
SQI,Whiteside County-Jos H. Bittorf Field,41.74277778,-89.67638889
SQL,San Carlos Airport,37.51111111,-122.24861111
SQL,San Carlos Airport,37.51194444,-122.24944444
SQN,Emalamo,-2.10055556,125.96583333
SQN,Emalamo,-2.10055556,125.96583333
SQN,Emalamo,-2.10055556,125.96638889
SQN,Emalamo,-2.10027778,125.96583333
SQN,Emalamo,-2.10027778,125.96583333
SQO,Storuman Airport,64.96083333,17.69666667
SQQ,Siauliai International,55.89305556,23.39361111
SQR,Soroako Airport,-2.53055556,121.35611111
SQR,Soroako Airport,-2.52555556,121.35138889
SQV,Sequim Valley,48.09750000,-123.18805556
SQV,Sequim Valley,48.09777778,-123.18694444
SQV,Sequim Valley,48.09777778,-123.18694444
SQV,Sequim Valley,48.09777778,-123.18527778
SQV,Sequim Valley,48.09805556,-123.18805556
SQV,Sequim Valley,48.09805556,-123.18722222
SQV,Sequim Valley,48.09805556,-123.18722222
SRA,Luis Alberto Lehr,-27.90666667,-54.52055556
SRA,Santa Rosa Airport,-27.90666667,-54.52083333
SRA,Santa Rosa Airport,-27.90666667,-54.52055556
SRA,Santa Rosa Airport,-27.90666667,-54.52027778
SRB,Santa Rosa Airport,-14.16666667,-66.88333333
SRC,Searcy Municipal,35.21055556,-91.73750000
SRC,Searcy Municipal,35.22083333,-91.73750000
SRE,Juana Azurduy de Padilla,-19.00722222,-65.28916667
SRE,Juana Azurduy de Padilla,-19.00722222,-65.28916667
SRE,Juana Azurduy de Padilla,-19.00694444,-65.28861111
SRE,Juana Azurduy de Padilla,-19.00694444,-65.28861111
SRE,Lajas Tambo,-19.00777778,-65.30166667
SRF,Hamilton AFB,38.06833333,-122.50194444
SRG,Achmad Yani,-6.97583333,110.38000000
SRG,Achmad Yani,-6.97027778,110.37250000
SRG,Achmad Yani,-6.97027778,110.37250000
SRG,Ahmad Yani,-6.97027778,110.37250000
SRG,Ahmad Yani,-6.97027778,110.37250000
SRG,Jenderal Ahmad Yani International,-6.96972222,110.37222222
SRH,Sarh Airport,9.14333333,18.37333333
SRH,Sarh Airport,9.14472222,18.37472222
SRI,Samarinda Airport,-0.50000000,117.15000000
SRJ,Capitan German Quiroga Guardia,-14.85777778,-66.73750000
SRJ,San Borja Airport,-14.85000000,-66.73333333
SRL,San Lucas,27.20000000,-112.25000000
SRL,San Lucas,27.20833333,-112.21833333
SRL,San Lucas,27.20833333,-112.21833333
SRL,San Lucas,27.20861111,-112.21805556
SRL,San Lucas,27.20861111,-112.21805556
SRN,Strahan Airport,-42.15583333,145.29000000
SRN,Strahan Airport,-42.15555556,145.29138889
SRN,Strahan Airport,-42.15500000,145.29000000
SRO,Santana Ramos Airport,2.21666667,-75.25000000
SRP,Stord Airport,59.80000000,5.35000000
SRQ,Sarasota/Bradenton Airport,27.39388889,-82.55416667
SRQ,Sarasota/Bradenton International,27.39388889,-82.55416667
SRQ,Sarasota/Bradenton International,27.39555556,-82.55444444
SRV,Stony River Airport,61.78972222,-156.58861111
SRV,Stony River Airport,61.79111111,-156.58611111
SRW,Mid Carolina Regional,35.64583333,-80.52027778
SRW,Mid Carolina Regional,35.64583333,-80.52027778
SRW,Rowan County,35.64583333,-80.52027778
SRW,Rowan County,35.64583333,-80.52027778
SRX,Sirte International,31.06333333,16.59500000
SRX,Sirte International,31.06333333,16.59500000
SRZ,El Trompillo,-17.81166667,-63.17138889
SRZ,El Trompillo,-17.80722222,-63.17083333
SRZ,El Trompillo,-17.80416667,-63.17250000
SSA,Deputado Luis Eduardo Magalhaes,-12.91555556,-38.33611111
SSA,Deputado Luis Eduardo Magalhaes,-12.91111111,-38.33111111
SSA,Deputado Luis Eduardo Magalhaes,-12.91111111,-38.33111111
SSA,Deputado Luis Eduardo Magalhaes International,-12.91111111,-38.33111111
SSA,Deputado Luis Eduardo Magalhaes International,-12.91111111,-38.33111111
SSA,Dois de Julho,-12.91555556,-38.33611111
SSB,Christiansted Harbor Seaplane Base,17.74916667,-64.70527778
SSB,Christiansted Harbor Seaplane Base,17.74916667,-64.70527778
SSC,Shaw AFB,33.97277778,-80.47305556
SSC,Shaw AFB,33.97277778,-80.47055556
SSC,Shaw AFB,33.97277778,-80.47027778
SSF,Stinson Municipal,29.33694444,-98.47111111
SSG,Malabo Airport,3.75277778,8.70555556
SSG,Malabo Airport,3.75527778,8.70861111
SSH,Ophira,27.97500000,34.38972222
SSH,Sharm El Sheikh International,27.97500000,34.38972222
SSH,Sharm El Sheikh International,27.97722222,34.39500000
SSI,Malcolm McKinnon,31.15055556,-81.38944444
SSI,Malcolm McKinnon,31.15194444,-81.39138889
SSI,Malcolm McKinnon,31.15194444,-81.39138889
SSI,Malcolm McKinnon,31.15194444,-81.39111111
SSI,Malcolm McKinnon,31.15222222,-81.39027778
SSI,McKinnon St Simons Island,31.15194444,-81.39111111
SSI,McKinnon St Simons Island,31.15194444,-81.39111111
SSI,St Simons Island,31.15194444,-81.39111111
SSJ,Sandnessjoen Airport,65.95805556,12.47055556
SSJ,Stokka,65.95694444,12.46888889
SSJ,Stokka,65.95805556,12.47055556
SSJ,Stokka,65.95833333,12.47138889
SSL,Santa Rosalia Airport,1.46666667,-72.23333333
SSM,Sault Ste. Marie Metropolitan Area,46.48055556,-84.36805556
SSN,Seoul AB,37.44583333,127.11388889
SSN,Seoul AB,37.44611111,127.11416667
SSN,Seoul AB,37.44611111,127.11416667
SSN,Seoul AB,37.44611111,127.11444444
SSN,Seoul AB,37.44611111,127.11444444
SSS,Siassi Airport,-5.59944444,147.80861111
SSS,Siassi Airport,-5.59666667,147.81027778
SST,Santa Teresita Airport,-36.54250000,-56.72027778
SST,Santa Teresita Airport,-36.54222222,-56.72138889
SSW,Stuart Island Airpark,48.67277778,-123.17583333
SSW,Stuart Island Airpark,48.67500000,-123.17361111
SSX,Samsun Airport,41.27666667,36.30388889
SSY,Mbanza Congo Airport,-6.27388889,14.24416667
SSY,Mbanza Congo Airport,-6.26972222,14.24750000
SSY,Mbanza Congo Airport,-6.26972222,14.24750000
SSY,Mbanza Congo Airport,-6.26916667,14.24666667
SSY,Mbanza Congo Airport,-6.26916667,14.24666667
STA,Stauning Airport,55.99000000,8.35388889
STA,Stauning Airport,55.99027778,8.35500000
STB,Santa Barbara Airport,9.03333333,-71.95000000
STC,St. Cloud Regional,45.54527778,-94.05833333
STC,St. Cloud Regional,45.54611111,-94.05944444
STC,St. Cloud Regional,45.54666667,-94.06000000
STD,Mayor Guerrero Vivas,7.57000000,-72.04083333
STE,Stevens Point Municipal,44.54500000,-89.53027778
STE,Stevens Point Municipal,44.54527778,-89.53083333
STE,Stevens Point Municipal,44.54527778,-89.53027778
STF,George M. Bryan,33.43305556,-88.84861111
STG,St. George Island Airport,56.60083333,-169.56416667
STI,Cibao International,19.40611111,-70.60472222
STI,Cibao International,19.46972222,-70.69972222
STJ,Rosecrans Memorial,39.77194444,-94.90972222
STJ,Rosecrans Memorial,39.77583333,-94.91000000
STK,Crosson Field,40.61611111,-103.26722222
STK,Sterling Municipal,40.61416667,-103.26444444
STK,Sterling Municipal,40.61416667,-103.26416667
STK,Sterling Municipal,40.61416667,-103.26416667
STK,Sterling Municipal,40.61500000,-103.26416667
STK,Sterling Municipal,40.61527778,-103.26472222
STK,Sterling Municipal,40.61527778,-103.26472222
STL,Lambert St Louis International,38.74861111,-90.37000000
STL,Lambert-St. Louis International,38.74722222,-90.36444444
STL,Lambert-St. Louis International,38.74777778,-90.36000000
STL,Lambert-St. Louis International,38.74861111,-90.37000000
STL,St Louis Lambert International,38.74861111,-90.37000000
STL,St Louis Lambert International,38.74861111,-90.37000000
STM,Eduardo Gomes,-2.45000000,-54.70000000
STN,London Stansted,51.88500000,0.23500000
STN,London Stansted,51.88500000,0.23500000
STN,Stansted,51.88277778,0.23388889
STN,Stansted,51.88277778,0.23388889
STN,Stansted,51.88500000,0.23500000
STN,Stansted,51.88500000,0.23500000
STO,Stockholm Metropolitan Area,59.50750000,17.94027778
STP,St. Paul Downtown,44.93444444,-93.06000000
STP,St. Paul Downtown Holman Field,44.93472222,-93.06027778
STQ,St. Marys Municipal,41.41250000,-78.50250000
STR,Stuttgart Airport,48.68833333,9.21000000
STR,Stuttgart Airport,48.68833333,9.21000000
STR,Stuttgart Airport,48.69000000,9.22194444
STS,Charles M. Schulz - Sonoma County,38.50888889,-122.81277778
STS,Charles M. Schulz - Sonoma County,38.50888889,-122.81277778
STS,Charles M. Schulz - Sonoma County,38.50916667,-122.81166667
STS,Charles M. Schulz - Sonoma County,38.50972222,-122.81277778
STS,Charles M. Schulz - Sonoma County,38.50972222,-122.81277778
STT,Cyril E King,18.33722222,-64.97333333
STT,Cyril E King,18.33722222,-64.97333333
STT,Harry S Truman,18.33722222,-64.97333333
STV,Surat Airport,21.11583333,72.74333333
STW,Shpakovskoye,45.10916667,42.11250000
STW,Shpakovskoye,45.10916667,42.11250000
STW,Shpakovskoye,45.10916667,42.11277778
STW,Shpakovskoye,45.10916667,42.11277778
STW,Shpakovskoye,45.10916667,42.11277778
STX,Alexander Hamilton,17.70388889,-64.79888889
STX,Alexander Hamilton,17.70388889,-64.79888889
STX,Henry E. Rohlsen,17.70138889,-64.80194444
STX,Henry E. Rohlsen,17.70388889,-64.79888889
STY,Nueva Hesperides International,-31.43861111,-57.98527778
STY,Nueva Hesperides International,-31.43666667,-57.98833333
STZ,Santa Terezinha Airport,-10.30027778,-50.45000000
SUA,Witham Field,27.18055556,-80.22138889
SUA,Witham Field,27.18166667,-80.22138889
SUB,Juanda,-7.37972222,112.78694444
SUC,Schloredt,44.39027778,-104.39833333
SUE,Door County Cherryland,44.84361111,-87.42166667
SUE,Door County Cherryland,44.84388889,-87.42138889
SUF,Lamezia Terme Airport,38.90527778,16.24222222
SUF,Lamezia Terme Airport,38.90916667,16.23888889
SUG,Surigao Airport,9.75527778,125.48111111
SUG,Surigao Airport,9.75750000,125.48111111
SUG,Surigao Airport,9.75750000,125.48111111
SUG,Surigao Airport,9.75888889,125.47916667
SUI,Babusheri,42.86666667,41.11666667
SUI,Babusheri,42.86666667,41.11666667
SUJ,Satu Mare Airport,47.70333333,22.88555556
SUJ,Satu Mare Airport,47.70333333,22.88555556
SUJ,Satu Mare Airport,47.70333333,22.88583333
SUJ,Satu Mare Airport,47.70333333,22.88583333
SUJ,Satu Mare Airport,47.80000000,22.88333333
SUL,Sui Airport,28.64555556,69.17638889
SUL,Sui Airport,28.64888889,69.17250000
SUM,Sumter Airport,33.99500000,-80.36250000
SUM,Sumter Airport,33.99500000,-80.36138889
SUN,Friedman Memorial,43.50388889,-114.29555556
SUN,Friedman Memorial,43.50416667,-114.30833333
SUO,Sunriver Airport,43.87333333,-121.45388889
SUO,Sunriver Airport,43.87638889,-121.45305556
SUS,Spirit of St. Louis,38.66194444,-90.65000000
SUS,Spirit of St. Louis,38.66222222,-90.65194444
SUT,Sumbawanga Airport,-7.95055556,31.61166667
SUT,Sumbawanga Airport,-7.95055556,31.61166667
SUT,Sumbawanga Airport,-7.94861111,31.61055556
SUT,Sumbawanga Airport,-7.94861111,31.61055556
SUT,Sumbawanga Airport,-7.94555556,31.61000000
SUU,Travis AFB,38.26250000,-121.92694444
SUU,Travis AFB,38.26277778,-121.92750000
SUU,Travis AFB,38.26277778,-121.92750000
SUU,Travis AFB,38.26444444,-121.92416667
SUU,Travis AFB,38.26444444,-121.92416667
SUV,Fiji Nandi,-18.04111111,178.56611111
SUV,Nausori International,-18.04388889,178.56111111
SUV,Nausori International,-18.04333333,178.55916667
SUW,Richard I Bong,46.68972222,-92.09472222
SUX,Sioux City Gateway,42.40194444,-96.38416667
SUX,Sioux Gateway Brig Gen Bud Day Field,42.40138889,-96.38444444
SUX,Sioux Gateway Brig Gen Bud Day Field,42.40250000,-96.38444444
SUX,Sioux Gateway/Col. Bud Day Field,42.40194444,-96.38416667
SUX,Sioux Gateway/Col. Bud Day Field,42.40250000,-96.38444444
SVA,Savoonga Airport,63.68638889,-170.49305556
SVA,Savoonga Airport,63.69333333,-170.45944444
SVB,Sambava Airport,-14.28055556,50.17583333
SVB,Sambava Airport,-14.27694444,50.17500000
SVB,Sambava Sud,-14.27694444,50.17500000
SVC,Grant County,32.63666667,-108.15638889
SVC,Silver City Grant County,32.63194444,-108.15388889
SVD,Arnos Vale,13.14305556,-61.21527778
SVD,Arnos Vale,13.14305556,-61.21527778
SVD,E. T. Joshua,13.14444444,-61.21083333
SVG,Sola,58.87666667,5.63777778
SVG,Sola,58.87666667,5.63777778
SVG,Sola,58.87666667,5.63777778
SVG,Sola,58.87972222,5.63472222
SVG,Sola,58.88000000,5.63138889
SVG,Sola,58.88000000,5.63138889
SVG,Stavanger Airport,58.87666667,5.63777778
SVH,Statesville Municipal,35.76305556,-80.95527778
SVH,Statesville Regional,35.76500000,-80.95388889
SVJ,Helle,68.24250000,14.66861111
SVJ,Helle,68.24333333,14.66916667
SVJ,Svolvaer Helle,68.24166667,14.67222222
SVL,Savonlinna Airport,61.94305556,28.94500000
SVL,Savonlinna Airport,61.95000000,28.95000000
SVN,Hunter AAF,32.01000000,-81.14611111
SVN,Hunter AAF,32.01000000,-81.14583333
SVO,Sheremetyevo,55.97277778,37.41472222
SVO,Sheremetyevo,55.97277778,37.41472222
SVP,Kuito Airport,-12.40500000,16.94694444
SVP,Kuito Airport,-12.40472222,16.94805556
SVP,Kuito Airport,-12.40472222,16.94805556
SVP,Kuito Airport,-12.40444444,16.94805556
SVP,Kuito Airport,-12.40444444,16.94805556
SVP,Kuito Airport,-12.40444444,16.94805556
SVP,Kuito Airport,-12.40416667,16.95666667
SVQ,Seville Airport,37.41805556,-5.89305556
SVS,Stevens Village Airport,66.00944444,-149.09416667
SVS,Stevens Village Airport,66.01694444,-149.05444444
SVU,Savusavu Airport,-16.80333333,179.34055556
SVU,Savusavu Airport,-16.80305556,179.34027778
SVU,Savusavu Airport,-16.80305556,179.34027778
SVU,Savusavu Airport,-16.80277778,179.34055556
SVU,Savusavu Airport,-16.80277778,179.34055556
SVU,Savusavu Airport,-16.80277778,179.34444444
SVW,Sparrevohn AFS,61.09750000,-155.57222222
SVW,Sparrevohn LRRS,61.09722222,-155.57472222
SVX,Koltsovo,56.74305556,60.80277778
SVX,Koltsovo,56.74305556,60.80277778
SVX,Koltsovo,56.74305556,60.80305556
SVX,Koltsovo,56.74305556,60.80305556
SVX,Koltsovo,56.74305556,60.80333333
SVX,Koltsovo,56.74305556,60.80333333
SVX,Koltsovo,56.74305556,60.80333333
SVZ,Juan Vicente Gomez International,7.84083333,-72.43972222
SVZ,Juan Vicente Gomez International,7.84083333,-72.43972222
SVZ,San Antonio del Tachira,7.84083333,-72.43972222
SVZ,San Antonio del Tachira,7.84083333,-72.43972222
SVZ,San Antonio del Tachira,7.84305556,-72.43805556
SWA,Waisha,23.42694444,116.76194444
SWA,Waisha,23.42722222,116.76222222
SWB,Shaw River Airport,-21.51666667,119.36666667
SWC,Stawell Airport,-37.07166667,142.74027778
SWC,Stawell Airport,-37.07166667,142.74055556
SWC,Stawell Airport,-37.07111111,142.74166667
SWD,Seward Airport,60.12694444,-149.41888889
SWD,Seward Airport,60.12694444,-149.41888889
SWD,Seward Airport,60.13000000,-149.41694444
SWD,Seward Airport,60.13000000,-149.41694444
SWD,Seward Airport,60.13000000,-149.41666667
SWD,Seward Airport,60.13333333,-149.41805556
SWF,New York Stewart International,41.50416667,-74.10472222
SWF,Stewart International,41.50416667,-74.10472222
SWF,Stewart International,41.50583333,-74.09722222
SWI,Swindon Airport,51.49111111,-1.74861111
SWK,Segrate,45.48333333,9.31666667
SWL,Spanish Wells Airport,24.86666667,-77.48333333
SWO,Searcy Field,36.15888889,-97.08555556
SWO,Stillwater Regional,36.16138889,-97.08583333
SWQ,Sumbawa Besar,-8.49333333,117.42083333
SWS,Swansea Airport,51.60055556,-4.07000000
